#Photon energy	Wavelength	ep1	ep2	n	k
#eV	m				
2.850e-01	4.350e-06	-7.767e+02	1.326e+02	2.371e+00	2.797e+01
2.831e-01	4.379e-06	-7.868e+02	1.352e+02	2.401e+00	2.815e+01
2.812e-01	4.409e-06	-7.970e+02	1.378e+02	2.432e+00	2.834e+01
2.793e-01	4.439e-06	-8.075e+02	1.405e+02	2.463e+00	2.852e+01
2.774e-01	4.470e-06	-8.182e+02	1.433e+02	2.495e+00	2.871e+01
2.755e-01	4.501e-06	-8.291e+02	1.461e+02	2.527e+00	2.890e+01
2.736e-01	4.532e-06	-8.402e+02	1.490e+02	2.560e+00	2.910e+01
2.716e-01	4.564e-06	-8.515e+02	1.520e+02	2.594e+00	2.930e+01
2.697e-01	4.597e-06	-8.631e+02	1.550e+02	2.628e+00	2.950e+01
2.678e-01	4.629e-06	-8.749e+02	1.582e+02	2.663e+00	2.970e+01
2.659e-01	4.663e-06	-8.869e+02	1.614e+02	2.699e+00	2.990e+01
2.640e-01	4.697e-06	-8.992e+02	1.647e+02	2.735e+00	3.011e+01
2.621e-01	4.731e-06	-9.117e+02	1.681e+02	2.773e+00	3.032e+01
2.602e-01	4.766e-06	-9.245e+02	1.716e+02	2.810e+00	3.053e+01
2.583e-01	4.801e-06	-9.375e+02	1.752e+02	2.849e+00	3.075e+01
2.563e-01	4.837e-06	-9.508e+02	1.789e+02	2.889e+00	3.097e+01
2.544e-01	4.873e-06	-9.644e+02	1.827e+02	2.929e+00	3.119e+01
2.525e-01	4.910e-06	-9.783e+02	1.866e+02	2.970e+00	3.142e+01
2.506e-01	4.947e-06	-9.925e+02	1.906e+02	3.012e+00	3.165e+01
2.487e-01	4.986e-06	-1.007e+03	1.948e+02	3.055e+00	3.188e+01
2.468e-01	5.024e-06	-1.022e+03	1.990e+02	3.098e+00	3.212e+01
2.449e-01	5.063e-06	-1.037e+03	2.034e+02	3.143e+00	3.235e+01
2.429e-01	5.103e-06	-1.052e+03	2.079e+02	3.189e+00	3.260e+01
2.410e-01	5.144e-06	-1.068e+03	2.125e+02	3.235e+00	3.284e+01
2.391e-01	5.185e-06	-1.084e+03	2.173e+02	3.283e+00	3.309e+01
2.372e-01	5.227e-06	-1.101e+03	2.222e+02	3.331e+00	3.334e+01
2.353e-01	5.269e-06	-1.118e+03	2.272e+02	3.381e+00	3.360e+01
2.334e-01	5.312e-06	-1.135e+03	2.324e+02	3.432e+00	3.386e+01
2.315e-01	5.356e-06	-1.153e+03	2.378e+02	3.483e+00	3.413e+01
2.296e-01	5.401e-06	-1.171e+03	2.433e+02	3.536e+00	3.440e+01
2.276e-01	5.446e-06	-1.189e+03	2.490e+02	3.590e+00	3.467e+01
2.257e-01	5.493e-06	-1.208e+03	2.548e+02	3.646e+00	3.495e+01
2.238e-01	5.539e-06	-1.227e+03	2.609e+02	3.702e+00	3.523e+01
2.219e-01	5.587e-06	-1.247e+03	2.671e+02	3.760e+00	3.551e+01
2.200e-01	5.636e-06	-1.267e+03	2.735e+02	3.820e+00	3.580e+01
2.181e-01	5.685e-06	-1.288e+03	2.801e+02	3.880e+00	3.610e+01
2.162e-01	5.736e-06	-1.309e+03	2.870e+02	3.942e+00	3.640e+01
2.143e-01	5.787e-06	-1.331e+03	2.940e+02	4.006e+00	3.671e+01
2.123e-01	5.839e-06	-1.354e+03	3.013e+02	4.070e+00	3.701e+01
2.104e-01	5.892e-06	-1.376e+03	3.089e+02	4.137e+00	3.733e+01
2.085e-01	5.946e-06	-1.400e+03	3.166e+02	4.205e+00	3.765e+01
2.066e-01	6.001e-06	-1.424e+03	3.247e+02	4.275e+00	3.798e+01
2.047e-01	6.057e-06	-1.449e+03	3.330e+02	4.346e+00	3.831e+01
2.028e-01	6.114e-06	-1.474e+03	3.415e+02	4.419e+00	3.864e+01
2.009e-01	6.173e-06	-1.500e+03	3.504e+02	4.494e+00	3.899e+01
1.990e-01	6.232e-06	-1.526e+03	3.596e+02	4.570e+00	3.933e+01
1.970e-01	6.292e-06	-1.554e+03	3.690e+02	4.649e+00	3.969e+01
1.951e-01	6.354e-06	-1.582e+03	3.788e+02	4.730e+00	4.005e+01
1.932e-01	6.417e-06	-1.610e+03	3.890e+02	4.812e+00	4.042e+01
1.913e-01	6.481e-06	-1.640e+03	3.995e+02	4.897e+00	4.079e+01
1.894e-01	6.547e-06	-1.670e+03	4.104e+02	4.984e+00	4.117e+01
1.875e-01	6.613e-06	-1.701e+03	4.216e+02	5.073e+00	4.156e+01
1.856e-01	6.682e-06	-1.733e+03	4.333e+02	5.164e+00	4.195e+01
1.836e-01	6.751e-06	-1.766e+03	4.454e+02	5.258e+00	4.236e+01
1.817e-01	6.822e-06	-1.800e+03	4.579e+02	5.354e+00	4.276e+01
1.798e-01	6.895e-06	-1.835e+03	4.709e+02	5.452e+00	4.318e+01
1.779e-01	6.969e-06	-1.871e+03	4.844e+02	5.554e+00	4.361e+01
1.760e-01	7.045e-06	-1.908e+03	4.983e+02	5.658e+00	4.404e+01
1.741e-01	7.122e-06	-1.945e+03	5.128e+02	5.764e+00	4.448e+01
1.722e-01	7.201e-06	-1.984e+03	5.279e+02	5.874e+00	4.493e+01
1.703e-01	7.282e-06	-2.024e+03	5.435e+02	5.987e+00	4.539e+01
1.683e-01	7.365e-06	-2.066e+03	5.597e+02	6.102e+00	4.586e+01
1.664e-01	7.450e-06	-2.108e+03	5.766e+02	6.221e+00	4.634e+01
1.645e-01	7.536e-06	-2.152e+03	5.941e+02	6.344e+00	4.682e+01
1.626e-01	7.625e-06	-2.197e+03	6.123e+02	6.469e+00	4.732e+01
1.607e-01	7.716e-06	-2.244e+03	6.312e+02	6.598e+00	4.783e+01
1.588e-01	7.809e-06	-2.292e+03	6.509e+02	6.731e+00	4.835e+01
1.569e-01	7.904e-06	-2.342e+03	6.714e+02	6.868e+00	4.888e+01
1.550e-01	8.001e-06	-2.393e+03	6.927e+02	7.008e+00	4.942e+01
1.530e-01	8.101e-06	-2.446e+03	7.149e+02	7.153e+00	4.997e+01
1.511e-01	8.204e-06	-2.500e+03	7.380e+02	7.302e+00	5.053e+01
1.492e-01	8.309e-06	-2.557e+03	7.621e+02	7.455e+00	5.111e+01
1.473e-01	8.417e-06	-2.615e+03	7.872e+02	7.613e+00	5.170e+01
1.454e-01	8.528e-06	-2.675e+03	8.133e+02	7.775e+00	5.230e+01
1.435e-01	8.642e-06	-2.737e+03	8.406e+02	7.942e+00	5.292e+01
1.416e-01	8.758e-06	-2.802e+03	8.691e+02	8.115e+00	5.355e+01
1.396e-01	8.878e-06	-2.868e+03	8.988e+02	8.292e+00	5.420e+01
1.377e-01	9.002e-06	-2.937e+03	9.298e+02	8.475e+00	5.486e+01
1.358e-01	9.128e-06	-3.009e+03	9.622e+02	8.664e+00	5.553e+01
1.339e-01	9.259e-06	-3.083e+03	9.961e+02	8.858e+00	5.623e+01
1.320e-01	9.393e-06	-3.160e+03	1.031e+03	9.058e+00	5.694e+01
1.301e-01	9.531e-06	-3.239e+03	1.069e+03	9.265e+00	5.766e+01
1.282e-01	9.673e-06	-3.322e+03	1.107e+03	9.478e+00	5.841e+01
1.263e-01	9.820e-06	-3.407e+03	1.148e+03	9.698e+00	5.917e+01
1.243e-01	9.971e-06	-3.496e+03	1.190e+03	9.925e+00	5.996e+01
1.224e-01	1.013e-05	-3.589e+03	1.235e+03	1.016e+01	6.076e+01
1.205e-01	1.029e-05	-3.685e+03	1.281e+03	1.040e+01	6.159e+01
1.186e-01	1.045e-05	-3.785e+03	1.330e+03	1.065e+01	6.244e+01
1.167e-01	1.063e-05	-3.889e+03	1.381e+03	1.091e+01	6.331e+01
1.148e-01	1.080e-05	-3.997e+03	1.435e+03	1.117e+01	6.420e+01
1.129e-01	1.099e-05	-4.110e+03	1.491e+03	1.145e+01	6.513e+01
1.110e-01	1.117e-05	-4.228e+03	1.550e+03	1.173e+01	6.607e+01
1.090e-01	1.137e-05	-4.351e+03	1.612e+03	1.202e+01	6.705e+01
1.071e-01	1.157e-05	-4.479e+03	1.678e+03	1.233e+01	6.805e+01
1.052e-01	1.178e-05	-4.613e+03	1.746e+03	1.264e+01	6.908e+01
1.033e-01	1.200e-05	-4.753e+03	1.819e+03	1.296e+01	7.015e+01
1.014e-01	1.223e-05	-4.899e+03	1.895e+03	1.330e+01	7.125e+01
9.947e-02	1.246e-05	-5.053e+03	1.975e+03	1.364e+01	7.238e+01
9.756e-02	1.271e-05	-5.213e+03	2.059e+03	1.400e+01	7.355e+01
9.565e-02	1.296e-05	-5.382e+03	2.148e+03	1.437e+01	7.476e+01
9.374e-02	1.323e-05	-5.559e+03	2.242e+03	1.475e+01	7.601e+01
9.183e-02	1.350e-05	-5.746e+03	2.341e+03	1.514e+01	7.730e+01
8.991e-02	1.379e-05	-5.942e+03	2.445e+03	1.555e+01	7.863e+01
8.800e-02	1.409e-05	-6.148e+03	2.556e+03	1.597e+01	8.002e+01
8.608e-02	1.440e-05	-6.366e+03	2.673e+03	1.640e+01	8.146e+01
8.417e-02	1.473e-05	-6.596e+03	2.796e+03	1.685e+01	8.295e+01
8.226e-02	1.507e-05	-6.839e+03	2.927e+03	1.732e+01	8.449e+01
8.035e-02	1.543e-05	-7.097e+03	3.065e+03	1.780e+01	8.610e+01
7.843e-02	1.581e-05	-7.370e+03	3.212e+03	1.829e+01	8.778e+01
7.652e-02	1.620e-05	-7.660e+03	3.367e+03	1.881e+01	8.952e+01
7.461e-02	1.662e-05	-7.969e+03	3.532e+03	1.934e+01	9.134e+01
7.269e-02	1.706e-05	-8.299e+03	3.708e+03	1.988e+01	9.324e+01
7.078e-02	1.752e-05	-8.651e+03	3.894e+03	2.045e+01	9.523e+01
6.887e-02	1.800e-05	-9.028e+03	4.093e+03	2.103e+01	9.732e+01
6.696e-02	1.852e-05	-9.433e+03	4.304e+03	2.163e+01	9.950e+01
6.504e-02	1.906e-05	-9.869e+03	4.529e+03	2.225e+01	1.018e+02
6.313e-02	1.964e-05	-1.034e+04	4.770e+03	2.288e+01	1.042e+02
6.121e-02	2.025e-05	-1.085e+04	5.027e+03	2.354e+01	1.068e+02
5.930e-02	2.091e-05	-1.140e+04	5.301e+03	2.421e+01	1.095e+02
5.739e-02	2.160e-05	-1.200e+04	5.596e+03	2.491e+01	1.123e+02
5.548e-02	2.235e-05	-1.265e+04	5.911e+03	2.562e+01	1.154e+02
5.356e-02	2.315e-05	-1.337e+04	6.251e+03	2.635e+01	1.186e+02
5.165e-02	2.400e-05	-1.416e+04	6.616e+03	2.710e+01	1.221e+02
4.974e-02	2.493e-05	-1.504e+04	7.009e+03	2.787e+01	1.258e+02
					
					
					
					
					
					
					
					
					
